tower_id,tower_name,latitude,longitude,camp_name
115,Loc. 118,18.725967,73.380003,110 Kv Khopoli Davdi & Bhira Davdi Lines
116,Loc. 119,18.728158,73.379175,110 Kv Khopoli Davdi & Bhira Davdi Lines
117,Loc. 120,18.73015,73.378447,110 Kv Khopoli Davdi & Bhira Davdi Lines
118,Loc. 121,18.734543,73.376795,110 Kv Khopoli Davdi & Bhira Davdi Lines
119,Loc. 111,18.713934,73.384617,110 Kv Khopoli Davdi & Bhira Davdi Lines
120,Loc. 122,18.736345,73.376187,110 Kv Khopoli Davdi & Bhira Davdi Lines
121,Loc. 115,18.720947,73.384657,110 Kv Khopoli Davdi & Bhira Davdi Lines
122,Loc. 114,18.718194,73.383022,110 Kv Khopoli Davdi & Bhira Davdi Lines
123,Loc. 113,18.717865,73.383084,110 Kv Khopoli Davdi & Bhira Davdi Lines
124,A2 Str. Davdi End,18.469993,73.441077,110 Kv Khopoli Davdi & Bhira Davdi Lines
125,Loc. 23,18.470403,73.441537,110 Kv Khopoli Davdi & Bhira Davdi Lines
126,Loc. 22,18.470914,73.442439,110 Kv Khopoli Davdi & Bhira Davdi Lines
127,Loc. 21,18.473444,73.443209,110 Kv Khopoli Davdi & Bhira Davdi Lines
128,Loc. 20,18.474966,73.443253,110 Kv Khopoli Davdi & Bhira Davdi Lines
129,Loc. 19,18.475698,73.443044,110 Kv Khopoli Davdi & Bhira Davdi Lines
130,Loc. 18,18.47622,73.441879,110 Kv Khopoli Davdi & Bhira Davdi Lines
131,Loc. 17,18.476757,73.440182,110 Kv Khopoli Davdi & Bhira Davdi Lines
132,Loc. 16,18.478771,73.43935,110 Kv Khopoli Davdi & Bhira Davdi Lines
133,Loc. 15,18.481168,73.43836,110 Kv Khopoli Davdi & Bhira Davdi Lines
134,Loc. 14,18.483388,73.437453,110 Kv Khopoli Davdi & Bhira Davdi Lines
135,Loc. 13,18.485488,73.436595,110 Kv Khopoli Davdi & Bhira Davdi Lines
136,Loc. 12,18.488004,73.435567,110 Kv Khopoli Davdi & Bhira Davdi Lines
137,Loc. 11,18.489561,73.433302,110 Kv Khopoli Davdi & Bhira Davdi Lines
138,Loc. 10,18.491142,73.431001,110 Kv Khopoli Davdi & Bhira Davdi Lines
139,Loc. 09,18.491663,73.429341,110 Kv Khopoli Davdi & Bhira Davdi Lines
140,Loc. 08,18.492294,73.427328,110 Kv Khopoli Davdi & Bhira Davdi Lines
141,Loc. 07,18.493084,73.424805,110 Kv Khopoli Davdi & Bhira Davdi Lines
142,Loc. 06,18.492934,73.422212,110 Kv Khopoli Davdi & Bhira Davdi Lines
143,Loc. 05,18.492874,73.421177,110 Kv Khopoli Davdi & Bhira Davdi Lines
144,Loc. 04,18.492725,73.41859,110 Kv Khopoli Davdi & Bhira Davdi Lines
145,Loc. 03,18.492304,73.41578,110 Kv Khopoli Davdi & Bhira Davdi Lines
146,Loc. 02,18.492048,73.414329,110 Kv Khopoli Davdi & Bhira Davdi Lines
147,Loc. 01,18.491696,73.41211,110 Kv Khopoli Davdi & Bhira Davdi Lines
148,Loc. 19,18.492242,73.412127,110 Kv Khopoli Davdi & Bhira Davdi Lines
149,Loc. 20,18.495992,73.412242,110 Kv Khopoli Davdi & Bhira Davdi Lines
150,Loc. 21,18.49813,73.412307,110 Kv Khopoli Davdi & Bhira Davdi Lines
151,Loc. 22,18.50129,73.412404,110 Kv Khopoli Davdi & Bhira Davdi Lines
152,Loc. 23,18.502915,73.412454,110 Kv Khopoli Davdi & Bhira Davdi Lines
153,Loc. 24,18.504476,73.412502,110 Kv Khopoli Davdi & Bhira Davdi Lines
154,Loc. 25,18.50627,73.413151,110 Kv Khopoli Davdi & Bhira Davdi Lines
155,Loc. 26,18.507634,73.41366,110 Kv Khopoli Davdi & Bhira Davdi Lines
156,Loc. 27,18.51162,73.414928,110 Kv Khopoli Davdi & Bhira Davdi Lines
157,Loc. 28,18.514532,73.415854,110 Kv Khopoli Davdi & Bhira Davdi Lines
158,Loc. 29,18.516165,73.416373,110 Kv Khopoli Davdi & Bhira Davdi Lines
159,Loc. 30,18.520551,73.417768,110 Kv Khopoli Davdi & Bhira Davdi Lines
160,Loc. 31,18.523609,73.419259,110 Kv Khopoli Davdi & Bhira Davdi Lines
161,Loc. 32,18.526256,73.42055,110 Kv Khopoli Davdi & Bhira Davdi Lines
162,Loc. 33,18.528227,73.421511,110 Kv Khopoli Davdi & Bhira Davdi Lines
163,Loc. 34,18.531285,73.423003,110 Kv Khopoli Davdi & Bhira Davdi Lines
164,Loc. 35,18.533123,73.423899,110 Kv Khopoli Davdi & Bhira Davdi Lines
165,Loc. 36,18.534542,73.424591,110 Kv Khopoli Davdi & Bhira Davdi Lines
166,Loc. 37,18.535156,73.424891,110 Kv Khopoli Davdi & Bhira Davdi Lines
167,Loc. 38,18.536789,73.424802,110 Kv Khopoli Davdi & Bhira Davdi Lines
168,Loc. 39,18.539236,73.424668,110 Kv Khopoli Davdi & Bhira Davdi Lines
169,Loc. 40,18.541653,73.424537,110 Kv Khopoli Davdi & Bhira Davdi Lines
170,Loc. 41,18.543003,73.424463,110 Kv Khopoli Davdi & Bhira Davdi Lines
171,Loc. 42,18.545593,73.424322,110 Kv Khopoli Davdi & Bhira Davdi Lines
172,Loc. 43,18.548031,73.424189,110 Kv Khopoli Davdi & Bhira Davdi Lines
173,Loc. 44,18.550578,73.42405,110 Kv Khopoli Davdi & Bhira Davdi Lines
174,Loc. 45,18.554687,73.423826,110 Kv Khopoli Davdi & Bhira Davdi Lines
175,Loc. 46,18.557444,73.420452,110 Kv Khopoli Davdi & Bhira Davdi Lines
176,Loc. 47,18.558689,73.418929,110 Kv Khopoli Davdi & Bhira Davdi Lines
177,Loc. 48,18.559949,73.417386,110 Kv Khopoli Davdi & Bhira Davdi Lines
178,Loc. 49,18.561546,73.415432,110 Kv Khopoli Davdi & Bhira Davdi Lines
179,Loc. 50,18.564306,73.412054,110 Kv Khopoli Davdi & Bhira Davdi Lines
180,Loc. 51,18.565508,73.410583,110 Kv Khopoli Davdi & Bhira Davdi Lines
181,Loc. 52,18.566278,73.409641,110 Kv Khopoli Davdi & Bhira Davdi Lines
182,Loc. 53,18.567488,73.40816,110 Kv Khopoli Davdi & Bhira Davdi Lines
183,Loc. 54,18.570152,73.404899,110 Kv Khopoli Davdi & Bhira Davdi Lines
184,Loc. 55,18.571893,73.402768,110 Kv Khopoli Davdi & Bhira Davdi Lines
185,Loc. 56,18.573368,73.400962,110 Kv Khopoli Davdi & Bhira Davdi Lines
186,Loc. 57,18.575064,73.398887,110 Kv Khopoli Davdi & Bhira Davdi Lines
187,Loc. 58,18.576773,73.396794,110 Kv Khopoli Davdi & Bhira Davdi Lines
188,Loc. 59,18.578241,73.394996,110 Kv Khopoli Davdi & Bhira Davdi Lines
189,Loc. 60,18.579863,73.393011,110 Kv Khopoli Davdi & Bhira Davdi Lines
190,Loc. 61,18.583136,73.393087,110 Kv Khopoli Davdi & Bhira Davdi Lines
191,Loc. 62,18.584456,73.393118,110 Kv Khopoli Davdi & Bhira Davdi Lines
192,Loc. 63,18.58767,73.393193,110 Kv Khopoli Davdi & Bhira Davdi Lines
193,Loc. 64,18.592045,73.393275,110 Kv Khopoli Davdi & Bhira Davdi Lines
194,Loc. 65,18.59466,73.3933,110 Kv Khopoli Davdi & Bhira Davdi Lines
195,Loc. 66,18.597305,73.393326,110 Kv Khopoli Davdi & Bhira Davdi Lines
196,Loc. 67,18.599176,73.393344,110 Kv Khopoli Davdi & Bhira Davdi Lines
197,Loc. 68,18.600776,73.39336,110 Kv Khopoli Davdi & Bhira Davdi Lines
198,Loc. 69,18.607542,73.393418,110 Kv Khopoli Davdi & Bhira Davdi Lines
199,Loc. 70,18.610562,73.393445,110 Kv Khopoli Davdi & Bhira Davdi Lines
200,Loc. 71,18.613029,73.393466,110 Kv Khopoli Davdi & Bhira Davdi Lines
201,Loc. 72,18.614958,73.393483,110 Kv Khopoli Davdi & Bhira Davdi Lines
202,Loc. 73,18.616741,73.393498,110 Kv Khopoli Davdi & Bhira Davdi Lines
203,Loc. 74,18.620036,73.393527,110 Kv Khopoli Davdi & Bhira Davdi Lines
204,Loc. 75,18.621689,73.39354,110 Kv Khopoli Davdi & Bhira Davdi Lines
205,Loc. 76,18.623819,73.393556,110 Kv Khopoli Davdi & Bhira Davdi Lines
206,Loc. 77,18.625535,73.39357,110 Kv Khopoli Davdi & Bhira Davdi Lines
207,Loc. 78,18.6276,73.393586,110 Kv Khopoli Davdi & Bhira Davdi Lines
208,Loc. 79,18.630342,73.393607,110 Kv Khopoli Davdi & Bhira Davdi Lines
209,Loc. 80,18.638119,73.393668,110 Kv Khopoli Davdi & Bhira Davdi Lines
210,Loc. 81,18.641142,73.393691,110 Kv Khopoli Davdi & Bhira Davdi Lines
211,Loc. 82,18.643839,73.393422,110 Kv Khopoli Davdi & Bhira Davdi Lines
212,Loc. 83,18.646094,73.393203,110 Kv Khopoli Davdi & Bhira Davdi Lines
213,Loc. 84,18.647592,73.393057,110 Kv Khopoli Davdi & Bhira Davdi Lines
214,Loc. 85,18.651604,73.392666,110 Kv Khopoli Davdi & Bhira Davdi Lines
215,Loc. 86,18.655014,73.392334,110 Kv Khopoli Davdi & Bhira Davdi Lines
216,Loc. 87,18.657367,73.392105,110 Kv Khopoli Davdi & Bhira Davdi Lines
217,Loc. 88,18.658562,73.391989,110 Kv Khopoli Davdi & Bhira Davdi Lines
218,Loc. 89,18.661827,73.391671,110 Kv Khopoli Davdi & Bhira Davdi Lines
219,Loc. 90,18.664084,73.391453,110 Kv Khopoli Davdi & Bhira Davdi Lines
220,Loc. 91,18.666351,73.391234,110 Kv Khopoli Davdi & Bhira Davdi Lines
221,Loc. 92,18.668655,73.391011,110 Kv Khopoli Davdi & Bhira Davdi Lines
222,Loc. 93,18.671912,73.390696,110 Kv Khopoli Davdi & Bhira Davdi Lines
223,Loc. 94,18.673763,73.390518,110 Kv Khopoli Davdi & Bhira Davdi Lines
224,Loc. 95,18.677,73.390205,110 Kv Khopoli Davdi & Bhira Davdi Lines
225,Loc. 96,18.679008,73.390011,110 Kv Khopoli Davdi & Bhira Davdi Lines
226,Loc. 97,18.680807,73.389837,110 Kv Khopoli Davdi & Bhira Davdi Lines
227,Loc. 98,18.683277,73.389599,110 Kv Khopoli Davdi & Bhira Davdi Lines
228,Loc. 99,18.685319,73.389401,110 Kv Khopoli Davdi & Bhira Davdi Lines
229,Loc. 100,18.688146,73.389128,110 Kv Khopoli Davdi & Bhira Davdi Lines
230,Loc. 101,18.691793,73.388776,110 Kv Khopoli Davdi & Bhira Davdi Lines
231,Loc. 102,18.693926,73.38857,110 Kv Khopoli Davdi & Bhira Davdi Lines
232,Loc. 103,18.696285,73.388342,110 Kv Khopoli Davdi & Bhira Davdi Lines
233,Loc. 104,18.699137,73.388066,110 Kv Khopoli Davdi & Bhira Davdi Lines
234,Loc. 105,18.701777,73.387811,110 Kv Khopoli Davdi & Bhira Davdi Lines
235,Loc. 106,18.703831,73.387613,110 Kv Khopoli Davdi & Bhira Davdi Lines
236,Loc. 107,18.705418,73.387459,110 Kv Khopoli Davdi & Bhira Davdi Lines
237,Loc. 108,18.706796,73.387326,110 Kv Khopoli Davdi & Bhira Davdi Lines
238,Loc. 109,18.708576,73.386651,110 Kv Khopoli Davdi & Bhira Davdi Lines
239,Loc. 110,18.712073,73.385324,110 Kv Khopoli Davdi & Bhira Davdi Lines
240,Loc. 123,18.737215,73.37578,110 Kv Khopoli Davdi & Bhira Davdi Lines
241,Loc. 124,18.738201,73.375406,110 Kv Khopoli Davdi & Bhira Davdi Lines
242,Loc. 125,18.73987,73.374773,110 Kv Khopoli Davdi & Bhira Davdi Lines
243,Loc. 126,18.742036,73.37395,110 Kv Khopoli Davdi & Bhira Davdi Lines
244,Loc. 127,18.744984,73.372831,110 Kv Khopoli Davdi & Bhira Davdi Lines
245,Loc. 128,18.746199,73.37237,110 Kv Khopoli Davdi & Bhira Davdi Lines
246,Loc. 129,18.747575,73.371296,110 Kv Khopoli Davdi & Bhira Davdi Lines
247,Loc. 130,18.749215,73.370017,110 Kv Khopoli Davdi & Bhira Davdi Lines
248,Loc. 131,18.7526,73.367376,110 Kv Khopoli Davdi & Bhira Davdi Lines
249,Loc. 132,18.755213,73.365338,110 Kv Khopoli Davdi & Bhira Davdi Lines
250,Loc. 133,18.758301,73.364365,110 Kv Khopoli Davdi & Bhira Davdi Lines
251,Loc. 134,18.760409,73.363701,110 Kv Khopoli Davdi & Bhira Davdi Lines
252,Loc. 135,18.768174,73.361256,110 Kv Khopoli Davdi & Bhira Davdi Lines
253,Loc. 136,18.771432,73.359492,110 Kv Khopoli Davdi & Bhira Davdi Lines
254,Loc. 137,18.772137,73.359111,110 Kv Khopoli Davdi & Bhira Davdi Lines
255,Loc. 138,18.772302,73.359021,110 Kv Khopoli Davdi & Bhira Davdi Lines
256,Loc. 139,18.77665,73.35669,110 Kv Khopoli Davdi & Bhira Davdi Lines
257,Loc. 140,18.780497,73.35457,110 Kv Khopoli Davdi & Bhira Davdi Lines
258,Loc. 141,18.780868,73.354602,110 Kv Khopoli Davdi & Bhira Davdi Lines
259,A2 Str. Khopoli End,18.781143,73.354895,110 Kv Khopoli Davdi & Bhira Davdi Lines
260,Loc. 18,18.490616,73.412077,110 Kv Khopoli Davdi & Bhira Davdi Lines
261,Loc. 17,18.487855,73.411991,110 Kv Khopoli Davdi & Bhira Davdi Lines
262,Loc. 16,18.483258,73.411848,110 Kv Khopoli Davdi & Bhira Davdi Lines
263,Loc. 15,18.481885,73.411806,110 Kv Khopoli Davdi & Bhira Davdi Lines
264,Loc. 14,18.480065,73.411749,110 Kv Khopoli Davdi & Bhira Davdi Lines
265,Loc. 13,18.478587,73.411704,110 Kv Khopoli Davdi & Bhira Davdi Lines
266,Loc. 12,18.4714,73.407631,110 Kv Khopoli Davdi & Bhira Davdi Lines
267,Loc. 11,18.469937,73.407583,110 Kv Khopoli Davdi & Bhira Davdi Lines
268,Loc. 10,18.467516,73.407503,110 Kv Khopoli Davdi & Bhira Davdi Lines
269,Loc. 09,18.465058,73.407423,110 Kv Khopoli Davdi & Bhira Davdi Lines
270,Loc. 08,18.464121,73.406183,110 Kv Khopoli Davdi & Bhira Davdi Lines
271,Loc. 07,18.463011,73.404714,110 Kv Khopoli Davdi & Bhira Davdi Lines
272,Loc. 06,18.461385,73.402564,110 Kv Khopoli Davdi & Bhira Davdi Lines
273,Loc. 05,18.458895,73.399271,110 Kv Khopoli Davdi & Bhira Davdi Lines
274,Loc. 04,18.45811,73.396413,110 Kv Khopoli Davdi & Bhira Davdi Lines
275,Loc. 03,18.457677,73.39516,110 Kv Khopoli Davdi & Bhira Davdi Lines
276,Loc. 02,18.457068,73.393828,110 Kv Khopoli Davdi & Bhira Davdi Lines
277,Loc. 01,18.456024,73.390945,110 Kv Khopoli Davdi & Bhira Davdi Lines
278,A2 Str. Bhira End,18.455185,73.390204,110 Kv Khopoli Davdi & Bhira Davdi Lines
279,A2 Str At Waghivli,19.007574,73.058713,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
280,126,19.008312,73.05775,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
281,125,19.009765,73.055998,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
282,124,19.011139,73.054224,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
283,123,19.012941,73.051901,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
284,122,19.014354,73.050417,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
285,121,19.016123,73.048581,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
286,120,19.017822,73.046448,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
287,119,19.019496,73.044496,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
288,118,19.021678,73.042267,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
289,117,19.022631,73.040941,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
290,116,19.024758,73.038195,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
291,115,19.026903,73.035637,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
292,114,19.029595,73.033015,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
293,113,19.031221,73.031323,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
294,102,19.045178,73.014181,110Kv Waghivli Mankhurd (Blue) & 110Kv Waghivli Chembur (Yellow)
